Time,U1_X,U1_Y,U2_X,U2_Y,U3_X,U3_Y,U4_X,U4_Y,U5_X,U5_Y,U6_X,U6_Y,e1_X,e1_Y,e2_X,e2_Y,e3_X,e3_Y,e4_X,e4_Y,e5_X,e5_Y,e6_X,e6_Y,e7_X,e7_Y,e8_X,e8_Y,e9_X,e9_Y,e10_X,e10_Y,e11_X,e11_Y,e12_X,e12_Y,m1_X,m1_Y,m2_X,m2_Y,m3_X,m3_Y,m4_X,m4_Y,m5_X,m5_Y,m6_X,m6_Y,m7_X,m7_Y,m8_X,m8_Y,m9_X,m9_Y,m10_X,m10_Y,m11_X,m11_Y,m12_X,m12_Y,m13_X,m13_Y,m14_X,m14_Y,m15_X,m15_Y,m16_X,m16_Y,m17_X,m17_Y,m18_X,m18_Y,m19_X,m19_Y,m20_X,m20_Y,m21_X,m21_Y,m22_X,m22_Y,m23_X,m23_Y,m24_X,m24_Y,m25_X,m25_Y,m26_X,m26_Y,m27_X,m27_Y,m28_X,m28_Y,m29_X,m29_Y,m30_X,m30_Y
0.948,619.1225366,-382.5205275,-491.7735603,-548.6648846,-376.5380737,-130.0812195,458.9571749,651.8782592,-770.5319797,44.75625333,-241.0866876,127.8626821,683.8121033,-187.1515322,96.87657259,-126.6156639,31.63097312,-667.7849838,-275.8621526,-406.8811471,657.2136341,142.910217,145.094669,90.02088792,-263.8588258,605.5389138,-144.5963283,62.17384676,199.7902593,-663.1590369,-533.215909,180.1598519,18.29353252,-664.1348701,-365.4347797,-537.6363393,-275.0349412,2.599133531,-401.187599,-237.329684,-23.1429124,693.0144996,518.7154379,-423.6725539,381.710591,453.4716782,219.0423868,-340.8327506,30.21842697,720.8964682,155.8385736,447.8292023,-619.6513972,105.6503885,-627.937983,-372.5248527,-171.0294769,745.8706775,-508.4923221,473.6332943,206.8638636,73.08359891,646.9791409,-283.783062,-591.292411,115.3982444,243.7503354,394.6519982,-438.6605057,-78.7642669,-51.06962227,617.8578307,-8.616751556,-663.8165758,31.31730685,229.1060895,142.2792719,-277.7429867,703.1644978,376.9458468,254.7593167,-61.92309235,289.6517237,-642.8942604,-187.9383753,137.842072,-649.3468725,298.4070296,-28.97033455,340.6178678,200.2185678,-216.4703637,364.2944518,467.8758526,-374.864844,508.1530897
0.949,619.1434834,-382.4990512,-491.7490202,-548.6476282,-376.5091366,-130.0891344,458.9866642,651.8727476,-770.5226589,44.72773802,-241.060795,127.8475303,683.806521,-187.1598291,96.88572483,-126.6196933,31.63054176,-667.7949745,-275.8574005,-406.8723483,657.2119506,142.9200743,145.0991224,90.01193428,-263.8493109,605.5358369,-144.6036847,62.18062052,199.7941225,-663.1498132,-533.2219727,180.1519001,18.29190459,-664.1250035,-365.4295607,-537.6278093,-275.033973,2.598883284,-401.1874352,-237.3286975,-23.1439117,693.0144622,518.7164054,-423.6728069,381.7111823,453.4724846,219.0423599,-340.831751,30.21932981,720.8960382,155.8385668,447.8302023,-619.6519934,105.6511913,-627.9389346,-372.52516,-171.0294317,745.8696785,-508.4932326,473.632881,206.8628823,73.0834066,646.9798258,-283.7823334,-591.2914138,115.3983191,243.75061,394.6510366,-438.6600002,-78.76340409,-51.07018913,617.8570069,-8.617703658,-663.81627,31.31816222,229.1055715,142.2783008,-277.7432253,703.163562,376.9461992,254.7603163,-61.92306324,289.6524023,-642.894995,-187.9384373,137.8430701,-649.346026,298.4064972,-28.96972432,340.61866,200.2176906,-216.4708438,364.2950549,467.875055,-374.8658405,508.1530065
0.95,619.1644301,-382.4775748,-491.72448,-548.6303718,-376.4801995,-130.0970494,459.0161536,651.8672359,-770.5133382,44.6992227,-241.0349025,127.8323786,683.8009387,-187.168126,96.89487707,-126.6237228,31.63011039,-667.8049652,-275.8526485,-406.8635496,657.210267,142.9299316,145.1035757,90.00298064,-263.8397961,605.53276,-144.6110411,62.18739429,199.7979857,-663.1405896,-533.2280363,180.1439483,18.29027667,-664.1151368,-365.4243417,-537.6192792,-275.0330048,2.598633036,-401.1872714,-237.327711,-23.144911,693.0144248,518.7173729,-423.6730599,381.7117737,453.473291,219.042333,-340.8307514,30.22023266,720.8956083,155.8385599,447.8312023,-619.6525896,105.6519942,-627.9398862,-372.5254674,-171.0293865,745.8686795,-508.4941432,473.6324676,206.861901,73.0832143,646.9805108,-283.7816049,-591.2904166,115.3983939,243.7508847,394.6500751,-438.6594946,-78.76254128,-51.07075599,617.8561831,-8.618655761,-663.8159642,31.3190176,229.1050535,142.2773297,-277.7434639,703.1626261,376.9465516,254.7613159,-61.92303412,289.6530808,-642.8957295,-187.9384993,137.8440682,-649.3451795,298.4059648,-28.96911409,340.6194522,200.2168134,-216.4713239,364.295658,467.8742573,-374.8668371,508.1529234
0.951,619.1853768,-382.4560984,-491.6999399,-548.6131155,-376.4512625,-130.1049643,459.0456429,651.8617243,-770.5040174,44.67070739,-241.0090099,127.8172269,683.7953564,-187.1764229,96.90402931,-126.6277522,31.62967903,-667.8149559,-275.8478964,-406.8547509,657.2085835,142.9397888,145.1080291,89.99402701,-263.8302812,605.5296831,-144.6183974,62.19416805,199.8018489,-663.1313659,-533.2341,180.1359964,18.28864874,-664.1052702,-365.4191227,-537.6107491,-275.0320366,2.598382788,-401.1871076,-237.3267245,-23.1459103,693.0143874,518.7183403,-423.6733129,381.7123651,453.4740974,219.0423061,-340.8297517,30.22113551,720.8951783,155.8385531,447.8322023,-619.6531858,105.652797,-627.9408378,-372.5257747,-171.0293413,745.8676806,-508.4950538,473.6320542,206.8609196,73.083022,646.9811958,-283.7808763,-591.2894194,115.3984686,243.7511594,394.6491135,-438.6589891,-78.76167847,-51.07132285,617.8553593,-8.619607864,-663.8156584,31.31987298,229.1045355,142.2763586,-277.7437025,703.1616903,376.946904,254.7623154,-61.92300501,289.6537594,-642.8964641,-187.9385612,137.8450663,-649.344333,298.4054324,-28.96850387,340.6202444,200.2159362,-216.471804,364.2962611,467.8734596,-374.8678336,508.1528402
0.952,619.2063236,-382.4346221,-491.6753998,-548.5958591,-376.4223254,-130.1128793,459.0751323,651.8562126,-770.4946966,44.64219207,-240.9831174,127.8020751,683.7897741,-187.1847197,96.91318155,-126.6317817,31.62924766,-667.8249465,-275.8431443,-406.8459521,657.2068999,142.9496461,145.1124824,89.98507337,-263.8207663,605.5266062,-144.6257538,62.20094181,199.8057122,-663.1221423,-533.2401637,180.1280446,18.28702081,-664.0954036,-365.4139037,-537.6022191,-275.0310685,2.59813254,-401.1869438,-237.325738,-23.1469096,693.0143499,518.7193078,-423.6735659,381.7129564,453.4749038,219.0422792,-340.8287521,30.22203836,720.8947484,155.8385463,447.8332022,-619.653782,105.6535999,-627.9417893,-372.5260821,-171.029296,745.8666816,-508.4959644,473.6316409,206.8599383,73.0828297,646.9818808,-283.7801477,-591.2884222,115.3985433,243.751434,394.648152,-438.6584836,-78.76081566,-51.07188971,617.8545355,-8.620559966,-663.8153526,31.32072835,229.1040175,142.2753874,-277.7439411,703.1607545,376.9472565,254.763315,-61.9229759,289.6544379,-642.8971987,-187.9386232,137.8460644,-649.3434865,298.4049,-28.96789364,340.6210367,200.215059,-216.4722842,364.2968642,467.8726619,-374.8688301,508.1527571
0.953,619.2272703,-382.4131457,-491.6508597,-548.5786027,-376.3933884,-130.1207942,459.1046216,651.850701,-770.4853758,44.61367676,-240.9572248,127.7869234,683.7841919,-187.1930166,96.92233379,-126.6358111,31.62881629,-667.8349372,-275.8383923,-406.8371534,657.2052163,142.9595034,145.1169358,89.97611973,-263.8112515,605.5235293,-144.6331102,62.20771558,199.8095754,-663.1129187,-533.2462274,180.1200927,18.28539289,-664.085537,-365.4086847,-537.593689,-275.0301003,2.597882292,-401.18678,-237.3247515,-23.1479089,693.0143125,518.7202753,-423.6738189,381.7135478,453.4757102,219.0422523,-340.8277524,30.2229412,720.8943184,155.8385395,447.8342022,-619.6543782,105.6544027,-627.9427409,-372.5263895,-171.0292508,745.8656826,-508.4968749,473.6312275,206.8589569,73.0826374,646.9825657,-283.7794192,-591.287425,115.398618,243.7517087,394.6471905,-438.6579781,-78.75995285,-51.07245657,617.8537117,-8.621512069,-663.8150469,31.32158373,229.1034995,142.2744163,-277.7441797,703.1598186,376.9476089,254.7643146,-61.92294678,289.6551165,-642.8979332,-187.9386852,137.8470624,-649.34264,298.4043676,-28.96728341,340.6218289,200.2141818,-216.4727643,364.2974673,467.8718643,-374.8698267,508.1526739
0.954,619.2482171,-382.3916694,-491.6263196,-548.5613463,-376.3644513,-130.1287092,459.134111,651.8451893,-770.4760551,44.58516144,-240.9313322,127.7717716,683.7786096,-187.2013135,96.93148603,-126.6398406,31.62838493,-667.8449279,-275.8336402,-406.8283546,657.2035328,142.9693606,145.1213892,89.9671661,-263.8017366,605.5204524,-144.6404665,62.21448934,199.8134386,-663.103695,-533.252291,180.1121409,18.28376496,-664.0756704,-365.4034657,-537.5851589,-275.0291321,2.597632045,-401.1866162,-237.323765,-23.1489082,693.0142751,518.7212427,-423.6740719,381.7141392,453.4765166,219.0422254,-340.8267528,30.22384405,720.8938884,155.8385327,447.8352022,-619.6549743,105.6552056,-627.9436925,-372.5266968,-171.0292056,745.8646836,-508.4977855,473.6308142,206.8579756,73.0824451,646.9832507,-283.7786906,-591.2864278,115.3986927,243.7519834,394.6462289,-438.6574725,-78.75909004,-51.07302343,617.8528878,-8.622464171,-663.8147411,31.32243911,229.1029815,142.2734452,-277.7444183,703.1588828,376.9479613,254.7653142,-61.92291767,289.655795,-642.8986678,-187.9387472,137.8480605,-649.3417935,298.4038353,-28.96667318,340.6226211,200.2133046,-216.4732444,364.2980703,467.8710666,-374.8708232,508.1525908
0.955,619.2691638,-382.370193,-491.6017795,-548.5440899,-376.3355142,-130.1366241,459.1636003,651.8396777,-770.4667343,44.55664613,-240.9054397,127.7566199,683.7730273,-187.2096104,96.94063827,-126.64387,31.62795356,-667.8549186,-275.8288881,-406.8195559,657.2018492,142.9792179,145.1258425,89.95821246,-263.7922217,605.5173755,-144.6478229,62.2212631,199.8173018,-663.0944714,-533.2583547,180.104189,18.28213704,-664.0658038,-365.3982467,-537.5766289,-275.0281639,2.597381797,-401.1864524,-237.3227785,-23.14990749,693.0142377,518.7222102,-423.6743249,381.7147305,453.477323,219.0421985,-340.8257532,30.2247469,720.8934585,155.8385259,447.8362022,-619.6555705,105.6560084,-627.9446441,-372.5270042,-171.0291604,745.8636847,-508.4986961,473.6304008,206.8569943,73.0822528,646.9839357,-283.777962,-591.2854306,115.3987674,243.7522581,394.6452674,-438.656967,-78.75822723,-51.07359029,617.852064,-8.623416274,-663.8144353,31.32329449,229.1024635,142.2724741,-277.7446569,703.1579469,376.9483137,254.7663137,-61.92288856,289.6564736,-642.8994023,-187.9388092,137.8490586,-649.340947,298.4033029,-28.96606295,340.6234133,200.2124274,-216.4737245,364.2986734,467.8702689,-374.8718198,508.1525076
0.956,619.2901105,-382.3487166,-491.5772394,-548.5268335,-376.3065772,-130.1445391,459.1930897,651.834166,-770.4574135,44.52813082,-240.8795471,127.7414681,683.767445,-187.2179072,96.94979051,-126.6478995,31.6275222,-667.8649093,-275.8241361,-406.8107571,657.2001656,142.9890751,145.1302959,89.94925882,-263.7827069,605.5142986,-144.6551793,62.22803686,199.8211651,-663.0852477,-533.2644184,180.0962372,18.28050911,-664.0559372,-365.3930277,-537.5680988,-275.0271957,2.597131549,-401.1862886,-237.321792,-23.15090679,693.0142003,518.7231777,-423.6745779,381.7153219,453.4781294,219.0421716,-340.8247535,30.22564975,720.8930285,155.8385191,447.8372021,-619.6561667,105.6568113,-627.9455957,-372.5273116,-171.0291151,745.8626857,-508.4996066,473.6299875,206.8560129,73.08206049,646.9846207,-283.7772335,-591.2844334,115.3988421,243.7525327,394.6443058,-438.6564615,-78.75736442,-51.07415715,617.8512402,-8.624368376,-663.8141295,31.32414986,229.1019455,142.271503,-277.7448955,703.1570111,376.9486662,254.7673133,-61.92285944,289.6571521,-642.9001369,-187.9388711,137.8500567,-649.3401005,298.4027705,-28.96545273,340.6242056,200.2115502,-216.4742047,364.2992765,467.8694712,-374.8728163,508.1524245
0.957,619.3110573,-382.3272403,-491.5526993,-548.5095771,-376.2776401,-130.152454,459.222579,651.8286544,-770.4480927,44.4996155,-240.8536546,127.7263164,683.7618627,-187.2262041,96.95894275,-126.651929,31.62709083,-667.8749,-275.819384,-406.8019584,657.1984821,142.9989324,145.1347492,89.94030518,-263.773192,605.5112217,-144.6625356,62.23481063,199.8250283,-663.0760241,-533.2704821,180.0882853,18.27888118,-664.0460706,-365.3878087,-537.5595687,-275.0262276,2.596881301,-401.1861248,-237.3208055,-23.15190609,693.0141628,518.7241451,-423.6748309,381.7159133,453.4789358,219.0421447,-340.8237539,30.22655259,720.8925986,155.8385123,447.8382021,-619.6567629,105.6576141,-627.9465473,-372.5276189,-171.0290699,745.8616867,-508.5005172,473.6295741,206.8550316,73.08186819,646.9853056,-283.7765049,-591.2834362,115.3989169,243.7528074,394.6433443,-438.6559559,-78.75650161,-51.07472401,617.8504164,-8.625320479,-663.8138237,31.32500524,229.1014275,142.2705318,-277.745134,703.1560753,376.9490186,254.7683129,-61.92283033,289.6578307,-642.9008714,-187.9389331,137.8510547,-649.339254,298.4022381,-28.9648425,340.6249978,200.210673,-216.4746848,364.2998796,467.8686736,-374.8738128,508.1523413
0.958,619.332004,-382.3057639,-491.5281592,-548.4923207,-376.248703,-130.160369,459.2520684,651.8231428,-770.438772,44.47110019,-240.827762,127.7111646,683.7562805,-187.234501,96.96809499,-126.6559584,31.62665947,-667.8848907,-275.8146319,-406.7931597,657.1967985,143.0087897,145.1392026,89.93135155,-263.7636771,605.5081448,-144.669892,62.24158439,199.8288915,-663.0668005,-533.2765457,180.0803335,18.27725326,-664.036204,-365.3825897,-537.5510387,-275.0252594,2.596631054,-401.185961,-237.3198191,-23.15290539,693.0141254,518.7251126,-423.6750839,381.7165047,453.4797422,219.0421178,-340.8227542,30.22745544,720.8921686,155.8385055,447.8392021,-619.6573591,105.6584169,-627.9474989,-372.5279263,-171.0290247,745.8606877,-508.5014278,473.6291608,206.8540503,73.08167589,646.9859906,-283.7757763,-591.282439,115.3989916,243.7530821,394.6423828,-438.6554504,-78.7556388,-51.07529087,617.8495926,-8.626272582,-663.813518,31.32586062,229.1009095,142.2695607,-277.7453726,703.1551394,376.949371,254.7693125,-61.92280121,289.6585092,-642.901606,-187.9389951,137.8520528,-649.3384075,298.4017057,-28.96423227,340.62579,200.2097958,-216.4751649,364.3004827,467.8678759,-374.8748094,508.1522582
0.959,619.3529508,-382.2842876,-491.503619,-548.4750644,-376.219766,-130.1682839,459.2815577,651.8176311,-770.4294512,44.44258487,-240.8018694,127.6960129,683.7506982,-187.2427979,96.97724724,-126.6599879,31.6262281,-667.8948814,-275.8098799,-406.7843609,657.1951149,143.0186469,145.1436559,89.92239791,-263.7541623,605.5050679,-144.6772484,62.24835815,199.8327547,-663.0575768,-533.2826094,180.0723817,18.27562533,-664.0263374,-365.3773707,-537.5425086,-275.0242912,2.596380806,-401.1857972,-237.3188326,-23.15390469,693.014088,518.7260801,-423.6753369,381.717096,453.4805486,219.0420909,-340.8217546,30.22835829,720.8917386,155.8384987,447.8402021,-619.6579553,105.6592198,-627.9484505,-372.5282337,-171.0289795,745.8596887,-508.5023383,473.6287474,206.8530689,73.08148359,646.9866756,-283.7750478,-591.2814418,115.3990663,243.7533567,394.6414212,-438.6549449,-78.75477599,-51.07585773,617.8487688,-8.627224684,-663.8132122,31.326716,229.1003915,142.2685896,-277.7456112,703.1542036,376.9497234,254.770312,-61.9227721,289.6591877,-642.9023406,-187.9390571,137.8530509,-649.337561,298.4011733,-28.96362204,340.6265822,200.2089186,-216.475645,364.3010858,467.8670782,-374.8758059,508.152175
0.96,619.3738975,-382.2628112,-491.4790789,-548.457808,-376.1908289,-130.1761989,459.3110471,651.8121195,-770.4201304,44.41406956,-240.7759769,127.6808612,683.7451159,-187.2510947,96.98639948,-126.6640173,31.62579673,-667.9048721,-275.8051278,-406.7755622,657.1934314,143.0285042,145.1481093,89.91344427,-263.7446474,605.501991,-144.6846047,62.25513192,199.836618,-663.0483532,-533.2886731,180.0644298,18.2739974,-664.0164708,-365.3721517,-537.5339785,-275.023323,2.596130558,-401.1856334,-237.3178461,-23.15490399,693.0140506,518.7270475,-423.6755899,381.7176874,453.481355,219.042064,-340.820755,30.22926114,720.8913087,155.8384918,447.841202,-619.6585515,105.6600226,-627.9494021,-372.528541,-171.0289342,745.8586898,-508.5032489,473.628334,206.8520876,73.08129129,646.9873606,-283.7743192,-591.2804446,115.399141,243.7536314,394.6404597,-438.6544394,-78.75391318,-51.07642459,617.847945,-8.628176787,-663.8129064,31.32757137,229.0998735,142.2676185,-277.7458498,703.1532677,376.9500759,254.7713116,-61.92274299,289.6598663,-642.9030751,-187.939119,137.854049,-649.3367145,298.4006409,-28.96301182,340.6273745,200.2080414,-216.4761252,364.3016889,467.8662805,-374.8768024,508.1520918
0.961,619.3948443,-382.2413348,-491.4545388,-548.4405516,-376.1618919,-130.1841138,459.3405364,651.8066078,-770.4108096,44.38555424,-240.7500843,127.6657094,683.7395336,-187.2593916,96.99555172,-126.6680468,31.62536537,-667.9148628,-275.8003758,-406.7667634,657.1917478,143.0383614,145.1525627,89.90449064,-263.7351325,605.4989141,-144.6919611,62.26190568,199.8404812,-663.0391296,-533.2947368,180.056478,18.27236948,-664.0066042,-365.3669327,-537.5254485,-275.0223548,2.59588031,-401.1854696,-237.3168596,-23.15590329,693.0140131,518.728015,-423.6758429,381.7182788,453.4821615,219.0420371,-340.8197553,30.23016398,720.8908787,155.838485,447.842202,-619.6591477,105.6608255,-627.9503537,-372.5288484,-171.028889,745.8576908,-508.5041595,473.6279207,206.8511063,73.08109899,646.9880456,-283.7735906,-591.2794474,115.3992157,243.7539061,394.6394982,-438.6539338,-78.75305037,-51.07699145,617.8471211,-8.629128889,-663.8126006,31.32842675,229.0993555,142.2666474,-277.7460884,703.1523319,376.9504283,254.7723112,-61.92271387,289.6605448,-642.9038097,-187.939181,137.8550471,-649.335868,298.4001086,-28.96240159,340.6281667,200.2071642,-216.4766053,364.3022919,467.8654828,-374.877799,508.1520087
0.962,619.415791,-382.2198585,-491.4299987,-548.4232952,-376.1329548,-130.1920288,459.3700258,651.8010962,-770.4014889,44.35703893,-240.7241918,127.6505577,683.7339513,-187.2676885,97.00470396,-126.6720762,31.624934,-667.9248535,-275.7956237,-406.7579647,657.1900642,143.0482187,145.157016,89.895537,-263.7256177,605.4958372,-144.6993175,62.26867944,199.8443444,-663.0299059,-533.3008005,180.0485261,18.27074155,-663.9967376,-365.3617137,-537.5169184,-275.0213866,2.595630062,-401.1853058,-237.3158731,-23.15690259,693.0139757,518.7289825,-423.6760959,381.7188701,453.4829679,219.0420102,-340.8187557,30.23106683,720.8904488,155.8384782,447.843202,-619.6597439,105.6616283,-627.9513053,-372.5291558,-171.0288438,745.8566918,-508.5050701,473.6275073,206.8501249,73.08090669,646.9887305,-283.7728621,-591.2784502,115.3992904,243.7541808,394.6385366,-438.6534283,-78.75218756,-51.07755831,617.8462973,-8.630080992,-663.8122949,31.32928213,229.0988375,142.2656762,-277.746327,703.1513961,376.9507807,254.7733108,-61.92268476,289.6612234,-642.9045442,-187.939243,137.8560451,-649.3350215,298.3995762,-28.96179136,340.6289589,200.206287,-216.4770854,364.302895,467.8646852,-374.8787955,508.1519255
0.963,619.4367377,-382.1983821,-491.4054586,-548.4060388,-376.1040177,-130.1999437,459.3995151,651.7955845,-770.3921681,44.32852362,-240.6982992,127.6354059,683.728369,-187.2759854,97.0138562,-126.6761057,31.62450264,-667.9348442,-275.7908716,-406.7491659,657.1883807,143.058076,145.1614694,89.88658336,-263.7161028,605.4927603,-144.7066738,62.2754532,199.8482076,-663.0206823,-533.3068641,180.0405743,18.26911362,-663.986871,-365.3564947,-537.5083883,-275.0204185,2.595379815,-401.185142,-237.3148866,-23.15790189,693.0139383,518.7299499,-423.6763489,381.7194615,453.4837743,219.0419833,-340.8177561,30.23196968,720.8900188,155.8384714,447.844202,-619.66034,105.6624312,-627.9522569,-372.5294631,-171.0287986,745.8556928,-508.5059806,473.627094,206.8491436,73.08071439,646.9894155,-283.7721335,-591.277453,115.3993651,243.7544554,394.6375751,-438.6529228,-78.75132475,-51.07812517,617.8454735,-8.631033095,-663.8119891,31.33013751,229.0983195,142.2647051,-277.7465656,703.1504602,376.9511332,254.7743103,-61.92265565,289.6619019,-642.9052788,-187.939305,137.8570432,-649.334175,298.3990438,-28.96118113,340.6297511,200.2054098,-216.4775656,364.3034981,467.8638875,-374.8797921,508.1518424
0.964,619.4576845,-382.1769058,-491.3809185,-548.3887824,-376.0750807,-130.2078587,459.4290045,651.7900729,-770.3828473,44.3000083,-240.6724066,127.6202542,683.7227868,-187.2842822,97.02300844,-126.6801351,31.62407127,-667.9448348,-275.7861196,-406.7403672,657.1866971,143.0679332,145.1659227,89.87762973,-263.7065879,605.4896834,-144.7140302,62.28222697,199.8520709,-663.0114586,-533.3129278,180.0326224,18.2674857,-663.9770044,-365.3512757,-537.4998583,-275.0194503,2.595129567,-401.1849782,-237.3139001,-23.15890119,693.0139009,518.7309174,-423.6766019,381.7200529,453.4845807,219.0419564,-340.8167564,30.23287252,720.8895888,155.8384646,447.845202,-619.6609362,105.663234,-627.9532085,-372.5297705,-171.0287533,745.8546939,-508.5068912,473.6266806,206.8481623,73.08052208,646.9901005,-283.771405,-591.2764558,115.3994398,243.7547301,394.6366135,-438.6524172,-78.75046194,-51.07869203,617.8446497,-8.631985197,-663.8116833,31.33099288,229.0978014,142.263734,-277.7468042,703.1495244,376.9514856,254.7753099,-61.92262653,289.6625805,-642.9060134,-187.939367,137.8580413,-649.3333285,298.3985114,-28.96057091,340.6305434,200.2045326,-216.4780457,364.3041012,467.8630898,-374.8807886,508.1517592
0.965,619.4786312,-382.1554294,-491.3563784,-548.371526,-376.0461436,-130.2157736,459.4584938,651.7845613,-770.3735265,44.27149299,-240.6465141,127.6051024,683.7172045,-187.2925791,97.03216068,-126.6841646,31.6236399,-667.9548255,-275.7813675,-406.7315684,657.1850135,143.0777905,145.1703761,89.86867609,-263.6970731,605.4866065,-144.7213866,62.28900073,199.8559341,-663.002235,-533.3189915,180.0246706,18.26585777,-663.9671378,-365.3460567,-537.4913282,-275.0184821,2.594879319,-401.1848144,-237.3129136,-23.15990049,693.0138635,518.7318849,-423.6768549,381.7206442,453.4853871,219.0419294,-340.8157568,30.23377537,720.8891589,155.8384578,447.8462019,-619.6615324,105.6640369,-627.95416,-372.5300779,-171.0287081,745.8536949,-508.5078018,473.6262673,206.8471809,73.08032978,646.9907855,-283.7706764,-591.2754586,115.3995146,243.7550048,394.635652,-438.6519117,-78.74959913,-51.07925889,617.8438259,-8.6329373,-663.8113775,31.33184826,229.0972834,142.2627629,-277.7470428,703.1485886,376.951838,254.7763095,-61.92259742,289.663259,-642.9067479,-187.9394289,137.8590394,-649.332482,298.397979,-28.95996068,340.6313356,200.2036554,-216.4785258,364.3047043,467.8622921,-374.8817851,508.1516761
0.966,619.499578,-382.133953,-491.3318383,-548.3542696,-376.0172065,-130.2236885,459.4879832,651.7790496,-770.3642058,44.24297767,-240.6206215,127.5899507,683.7116222,-187.300876,97.04131292,-126.688194,31.62320854,-667.9648162,-275.7766154,-406.7227697,657.18333,143.0876478,145.1748294,89.85972245,-263.6875582,605.4835296,-144.7287429,62.29577449,199.8597973,-662.9930114,-533.3250552,180.0167187,18.26422985,-663.9572712,-365.3408377,-537.4827981,-275.0175139,2.594629071,-401.1846506,-237.3119271,-23.16089979,693.013826,518.7328523,-423.6771079,381.7212356,453.4861935,219.0419025,-340.8147571,30.23467822,720.8887289,155.838451,447.8472019,-619.6621286,105.6648397,-627.9551116,-372.5303852,-171.0286629,745.8526959,-508.5087123,473.6258539,206.8461996,73.08013748,646.9914704,-283.7699478,-591.2744614,115.3995893,243.7552794,394.6346905,-438.6514062,-78.74873632,-51.07982575,617.8430021,-8.633889402,-663.8110717,31.33270364,229.0967654,142.2617917,-277.7472813,703.1476527,376.9521904,254.7773091,-61.92256831,289.6639376,-642.9074825,-187.9394909,137.8600374,-649.3316355,298.3974466,-28.95935045,340.6321278,200.2027782,-216.4790059,364.3053074,467.8614945,-374.8827817,508.1515929
0.967,619.5205247,-382.1124767,-491.3072982,-548.3370133,-375.9882695,-130.2316035,459.5174725,651.773538,-770.354885,44.21446236,-240.594729,127.574799,683.7060399,-187.3091729,97.05046516,-126.6922235,31.62277717,-667.9748069,-275.7718634,-406.713971,657.1816464,143.097505,145.1792828,89.85076882,-263.6780433,605.4804527,-144.7360993,62.30254826,199.8636605,-662.9837877,-533.3311188,180.0087669,18.26260192,-663.9474046,-365.3356187,-537.4742681,-275.0165457,2.594378824,-401.1844868,-237.3109406,-23.16189909,693.0137886,518.7338198,-423.6773609,381.721827,453.4869999,219.0418756,-340.8137575,30.23558107,720.8882989,155.8384442,447.8482019,-619.6627248,105.6656425,-627.9560632,-372.5306926,-171.0286177,745.8516969,-508.5096229,473.6254406,206.8452182,73.07994518,646.9921554,-283.7692193,-591.2734641,115.399664,243.7555541,394.6337289,-438.6509007,-78.74787351,-51.08039261,617.8421783,-8.634841505,-663.810766,31.33355902,229.0962474,142.2608206,-277.7475199,703.1467169,376.9525429,254.7783086,-61.92253919,289.6646161,-642.908217,-187.9395529,137.8610355,-649.330789,298.3969142,-28.95874022,340.6329201,200.201901,-216.4794861,364.3059105,467.8606968,-374.8837782,508.1515098
0.968,619.5414714,-382.0910003,-491.282758,-548.3197569,-375.9593324,-130.2395184,459.5469619,651.7680263,-770.3455642,44.18594704,-240.5688364,127.5596472,683.7004576,-187.3174697,97.0596174,-126.6962529,31.62234581,-667.9847976,-275.7671113,-406.7051722,657.1799629,143.1073623,145.1837362,89.84181518,-263.6685285,605.4773758,-144.7434557,62.30932202,199.8675238,-662.9745641,-533.3371825,180.0008151,18.26097399,-663.937538,-365.3303997,-537.465738,-275.0155776,2.594128576,-401.184323,-237.3099541,-23.16289839,693.0137512,518.7347873,-423.6776139,381.7224183,453.4878063,219.0418487,-340.8127579,30.23648391,720.887869,155.8384374,447.8492019,-619.663321,105.6664454,-627.9570148,-372.5309999,-171.0285724,745.850698,-508.5105335,473.6250272,206.8442369,73.07975288,646.9928404,-283.7684907,-591.2724669,115.3997387,243.7558288,394.6327674,-438.6503951,-78.7470107,-51.08095946,617.8413544,-8.635793607,-663.8104602,31.33441439,229.0957294,142.2598495,-277.7477585,703.145781,376.9528953,254.7793082,-61.92251008,289.6652947,-642.9089516,-187.9396149,137.8620336,-649.3299425,298.3963818,-28.95813,340.6337123,200.2010238,-216.4799662,364.3065135,467.8598991,-374.8847747,508.1514266
